role_id,civil,type,statut,age,stat_amour
tc0819-CHARLOTTE,,H,paysan,A,néant
tc0819-GUSMAN,,H,valet,A,néant
tc0819-LEJUGE,,H,paysan,A,néant
tc0819-DONJUAN,,H,aristocrate,A,néant
tc0819-MONSIEURDIMANCHE,,H,financier,A,néant
tc0819-SILVESTRE,,H,valet,A,néant
tc0723-DORANTE,,H,aristocrate,A,néant
tc0723-CLITON,,H,valet,A,néant
tc0723-CLEANDRE,,H,aristocrate,A,néant
tc0723-MELISSE,,H,aristocrate,A,néant
tc0723-PHILISTE,,H,aristocrate,A,néant
tc0723-LYSE,,H,femme de chambre,A,néant
tc0723-PREVOT,,H,prévôt,A,néant
tc0624-SOLIMAN,,H,roi,A,néant
tc0624-RUSTAN,,H,prince,A,néant
tc0624-ACMAT,,H,conseiller,A,néant
tc0624-OSMAN,,H,aristocrate,A,néant
tc0624-PERSINE,,H,prince,A,néant
tc0624-ALVANTE,,H,aristocrate,A,néant
tc0624-LAREINE,,H,roi,A,néant
tc0624-SELINE,,H,confident,A,néant
tc0624-MUSTAPHA,,H,prince,A,néant
tc0624-SOLDATS,,H,soldat,A,néant
tc0624-ORMENE,,H,aristocrate,A,néant
tc0624-ADRASTE,,H,lieutenant,A,néant
tc0624-MESSAGER,,H,messager,A,néant
tc0624-DEVIN,,H,devin,A,néant
tc0624-GENTILHOMMEDESOLIMAN,,H,aristocrate,A,néant
tc0624-L’AMBASSADEURDEPERSE,,H,abassadeur,A,néant
tc0713-ARLEQUIN,,H,bourgeois,A,néant
tc0713-COLOMBINE,,H,bourgeois,A,néant
tc0713-PIERROT,,H,valet,A,néant
tc0713-ORPHEE,,H,musicien,A,néant
tc0713-ISABELLE,,H,bourgeois,A,néant
tc0713-UNVENDEURDETISANE,,H,coommerçant,A,néant
tc0713-UNAUTEUR,,H,auteur,A,néant
tc0713-PLUTON,,D,dieu,A,néant
tc0713-PROSERPINE,,D,dieu,A,néant
tc0713-CARON,,D,dieu,A,néant
tc0550-LACOMEDIEFRANÇAISE,,P,allégorie,A,néant
tc0550-LACOMEDIEITALIENNE,,P,allégorie,A,néant
tc0550-LOPERA,,P,allégorie,A,néant
tc0550-SUIVANTDELOPERA,,H,suivant,A,néant
tc0550-SCARAMOUCHE,,H,comédien,A,néant
tc0550-PIERRETTE,,H,suivant,A,néant
tc0550-MEZZETIN,,H,suivant,A,néant
tc0550-LACHICANE,,P,allégorie,A,néant
tc0550-LAFRAUDE,,P,suivant,A,néant
tc0550-LENVIE,,P,suivant,A,néant
tc0550-LEMALADE,,H,bourgeois,A,néant
tc0550-LEBALDEPARNASSE,,P,allégorie,A,néant
tc0550-CALLISTHENE,,H,allégorie,A,néant
tc0550-LAREINEDEBAROSTAN,,H,personnage,A,néant
tc0550-LESCOUPLETSENPROCES,,P,allégorie,A,néant
tc0550-UNTAMBOUR,,H,musicien,A,néant
tc0550-LEJEUDELAMOURETDUHASARD,,P,spectacle,A,néant
tc0550-SAMSON,,H,personnage,A,néant
tc0550-TELEMAQUE,,H,personnage,A,néant
tc0649-MADAMEDECHEPY,M,H,femme de chambre,A,néant
tc0649-MADAMEBERTRAND,M,H,bourgeois,A,néant
tc0649-MADEMOISELLEBEAULIEU,M,H,femme de chambre,A,néant
tc0649-MONSIUERHARDOUIN,M,H,bourgeois,A,néant
tc0649-MONSIEURRENARDEAU,M,H,avocat,A,néant
tc0649-MONSIEURPOULTIER,M,H,commi,A,néant
tc0649-MONSIEURDESURMONT,M,H,poète,A,néant
tc0649-BINBIN,M,H,bourgeois,E,néant
tc0649-PICARD,M,H,laquais,A,néant
tc0649-FLAMAND,M,H,laquais,A,néant
tc0649-DOMESTIQUES,M,H,dosmestique,A,néant
tc0297-ELOMIRE,,H,bourgeois,A,néant
tc0297-ISABELLE,,H,bourgeois,A,néant
tc0297-LAZARILLE,,H,valet,A,néant
tc0297-CASCARET,,H,laquais,A,néant
tc0297-BARI,,H,opérateur,A,néant
tc0297-LORVIETAN,,H,opérateur,A,néant
tc0297-ALCANDRE,,H,médecin,A,néant
tc0297-ERASTE,,H,médecin,A,néant
tc0297-EPISTENEZ,,H,médecin,A,néant
tc0297-ORONTE,,H,médecin,A,néant
tc0297-CLIMANTE,,H,médecin,A,néant
tc0297-CLEARQUE,,H,médecin,A,néant
tc0297-CLARICE,,H,bourgeois,A,néant
tc0297-LUCINDE,,H,bourgeois,A,néant
tc0297-ALPHEE,,H,bourgeois,A,néant
tc0297-LUCILLE,,H,bourgeois,A,néant
tc0297-CALISTE,,H,bourgeois,A,néant
tc0297-CONVIES,,H,spectateur,A,néant
tc0297-DEUXMUSICIENS,,H,musicien,A,néant
tc0297-UNEXEMPTDUGUET,,H,exempt,A,néant
tc0297-LEBALAFRE,,H,archer,A,néant
tc0297-SANSMALICE,,H,archer,A,néant
tc0297-ARCHERS,,H,archers,A,néant
tc0297-SIXFEINTSTURCS,,H,turc,A,néant
tc0297-LEDRAGOMAN,,H,bourgeois,A,néant
tc0297-UNSUISSE,,H,suisse,A,néant
tc0297-ANTOINE,,H,valet,A,néant
tc0297-FLORIMONT,,H,comédien,A,néant
tc0297-ROSIDOR,,H,comédien,A,néant
tc0297-ELOMIRE,,H,comédien,A,néant
tc0297-ANGELIQUE,,H,comédien,A,néant
tc0297-AUTRESCOMEDIENSETCOMEDIENNES,,H,comédien,A,néant
tc0297-LEPORTIERDESCOMEDIENS,,H,portier,A,néant
tc0297-LECHEVALIER,,H,chevalier,A,néant
tc0297-LECOMTE,,H,comte,A,néant
tc0297-LEMARQUIS,,H,marquis,A,néant
tc0297-UNVALET,,H,valet,A,néant
tc0389-DONQUICHOTTE,,H,aristocrate,A,néant
tc0389-SANCHO-PANCE,,H,aristocrate,A,néant
tc0389-CARDENIE,,H,aristocrate,A,néant
tc0389-LUCINDE,,H,aristocrate,A,néant
tc0389-DONFERNANDE,,H,aristocrate,A,néant
tc0389-DOROTEE,,H,aristocrate,A,néant
tc0389-DONLOPE,,H,aristocrate,A,néant
tc0389-BARBERO,,H,aristocrate,A,néant
tc0389-LACOMTESSETRIFALDE,,H,comte,A,néant
tc0389-DEUXTAMBOURS,,H,tambour,A,néant
tc0389-QUATREDEMONS,,H,démon,A,néant
tc0389-UNBARBIER,,H,barbier,A,néant
tc0389-DEUXSUIVANTS,,H,suivant,A,néant
tc0389-DEUXARCHERS,,H,archer,A,néant
tc0229-BONIFACE,,H,bourgeois,A,néant
tc0229-ELISE,,H,bourgeois,J,Cléandre
tc0229-LISETTE,,H,servante,A,amoureux
tc0229-MONSIEURTHOMAS,,H,bourgeois,A,néant
tc0229-CLEANDRE,,H,bourgeois,A,Élise
tc0229-GUILLOT,,H,valet,A,néant
tc0481-CLITANDRE,,H,bourgeois,A,amoureux
tc0481-DAMON,,H,bourgeois,A,néant
tc0481-ARLEQUIN,,H,valet,A,néant
tc0481-LAQUAIS,,H,laquais,A,néant
tc0762-SOCRATE,,H,philosophe,A,néant
tc0762-ANITUS,,H,prêtre,A,amoureux
tc0762-MELITUS,,H,juge,A,néant
tc0762-XANTIPPE,,H,bourgeois,A,néant
tc0762-AGLAE,,H,bourgeois,A,amoureux
tc0762-SOPHRONIME,,H,bourgeois,A,amoureux
tc0762-DRIXA,,H,marchand,A,néant
tc0762-TERPANDRE,,H,suivant,A,néant
tc0762-ACROS,,H,suivant,A,néant
tc0762-JUGES,,H,juge,A,néant
tc0762-DISCIPLESDESOCRATE,,H,disciple,A,néant
tc0762-NONOTI,,H,bourgeois,A,néant
tc0762-CHOMOS,,H,bourgeois,A,néant
tc0762-BERTIOS,,H,bourgeois,A,néant
tc0522-ARMINIUS,,H,général,A,néant
tc0522-AGRIPPINE,,H,aristocrate,A,néant
tc0522-SEGESTE,,H,aristocrate,A,néant
tc0522-HERCINIE,,H,aristocrate,A,néant
tc0522-GERMANICUS,,H,général,A,néant
tc0522-CECINA,,H,général,A,néant
tc0522-SEGIMIRE,,H,aristocrate,A,néant
tc0522-EMILE,,H,aristocrate,A,néant
tc0522-FLAVIAN,,H,aristocrate,A,néant
tc0522-SOLDATS,,H,soldat,A,néant
tc0825-THALIE,,D,Muse,A,néant
tc0825-MOMUS,,D,Dieu,A,néant
tc0825-SOSIE,,H,Personnage,A,néant
tc0825-LELIE,,H,Personnage,A,néant
tc0825-TARTUFFE,,H,Personnage,A,néant
tc0825-HARPAGON,,H,Personnage,A,néant
tc0825-TRISSOTIN,,H,Personnage,A,néant
tc0825-ALCESTE,,H,Personnage,A,néant
tc0825-MONSIEURJOURDAIN,,H,Personnage,A,néant
tc0825-GEORGEDANDIN,,H,Personnage,A,néant
tc0825-ANGELIQUE,,H,Personnage,J,Clitandre
tc0825-CLITANDRE,,H,Personnage,A,Angélique
tc0825-MADAMEPERNELLE,,H,Personnage,A,néant
tc0825-CLAUDINE,,H,Personnage,A,néant
tc0825-MONSIEURLEKAIN,,H,Comédien,A,néant
tc0825-MONSIEURBRIZARD,,H,Comédien,A,néant
tc0825-MADEMOISELLEDUMESNIL,,H,Comédien,A,néant
tc0825-MADAMEVESTRIS,,H,Comédien,A,néant
tc0825-MADEMOISELLESAINT-VAL,,H,Comédien,A,néant
tc0825-MADEMOISELLESAINT-VALlajeune,,H,Comédien,A,néant
tc0825-MADEMOUSELLERAUCOURT,,H,Comédien,A,néant
tc0825-PERSONNAGESDEMOLIERE,,H,Comédien,A,néant
tc0696-ACHATE,,H,aristocrate,A,néant
tc0696-ASCAIGNE,,H,prince,J,néant
tc0696-PALINURE,,H,aristocrate,A,néant
tc0696-ENEE,,H,prince,A,Didon
tc0696-LECHOEURDESTROYENS,,H,choeur,A,néant
tc0696-DIDON,,H,roi,A,Énée
tc0696-LECHOEURDESPHENICIENNES,,P,choeur,A,néant
tc0696-ANNE,,H,aristocrate,A,néant
tc0696-BARCE,,H,aristocrate,A,néant
tc0383-LAFOIRESAINT-GERMAIN,,P,événement,A,néant
tc0383-UNBALAYEUR,,H,balayeur,A,néant
tc0383-UNBADAUD,,H,bourgeois,A,néant
tc0383-UNENOURRICE,,H,nourrice,A,néant
tc0383-UNESERVANTE,,H,servante,A,néant
tc0383-TROISRAMONEURS,,H,ramoneur,A,néant
tc0383-LECRIEURDERATONS,,H,crieur,A,néant
tc0383-QUATREPAGES,,H,page,A,néant
tc0383-UNDANSEURDECORDE,,H,danseur,A,néant
tc0383-DEUXMAURES,,H,bourgeois,A,néant
tc0383-DEUXFILOUS,,H,bourgeois,A,néant
tc0812-SCIPION,,H,aristocrate,A,néant
tc0812-CATON,,H,aristocrate,A,néant
tc0812-LELIE,,H,aristocrate,A,néant
tc0812-ASDRUBAL,,H,aristocrate,A,néant
tc0812-AMILCAR,,H,aristocrate,A,néant
tc0812-CLIPHAX,,H,aristocrate,A,néant
tc0812-CLEOBULE,,H,aristocrate,A,néant
tc0812-LUCIUS,,H,aristocrate,A,néant
tc0812-LECENTURION,,H,aristocrate,A,néant
tc0812-UNSOLDAT,,H,aristocrate,A,néant
tc0812-SOPHRONICE,,H,aristocrate,A,néant
tc0812-CLORISBE,,H,aristocrate,A,néant
tc0812-FAUSTINE,,H,aristocrate,A,néant
tc0824-MONSIEURDORBESSON,,H,aristocrate,A,néant
tc0824-MONSIEURLECOMMANDEURDAUVILE,,H,commandeur,A,néant
tc0824-CECILE,,H,aristocrate,A,néant
tc0824-SAINT-ALBIN,,H,aristocrate,A,néant
tc0824-SOPHIE,,H,bourgeois,A,néant
tc0824-GERMEUIL,,H,aristocrate,A,néant
tc0824-MONSIEURLEBON,,H,intendant,A,néant
tc0824-MADEMOISELLECLAIRET,,H,femme de chambre,A,néant
tc0824-LA-BRIE,,H,valet,A,néant
tc0824-PHILIPPE,,H,valet,A,néant
tc0824-DESCHAMPS,,H,domestique,A,néant
tc0824-AUTRESDOMESTIQUES,,H,domestique,A,néant
tc0824-MADAMEHEBERT,,H,hôtesse,A,néant
tc0824-MADAMEPAPILLON,,H,marchande,A,néant
tc0824-OUVRIERE,,H,ouvrière,A,néant
tc0824-MONSIEURXXX,,H,pauvre,A,néant
tc0824-UNPAYSAN,,H,paysan,A,néant
tc0824-UNEXEMPT,,H,exempt,A,néant
tc0842-DANAUS,,H,roi,A,néant
tc0842-ERIGONE,,H,prince,A,néant
tc0842-IPHIS,,H,prince,A,néant
tc0842-LYNCEE,,H,aristocrate,J,néant
tc0842-HYPERMESTRE,,H,aristocrate,J,Lyncée
tc0842-LYCASTE,,H,gouverneur,A,néant
tc0842-DIRCE,,H,confident,A,néant
tc0288-ATHENA,,D,dieu,A,néant
tc0288-ULYSSE,,H,roi,A,néant
tc0288-AJAX,,H,roi,A,Tecmesse
tc0288-TECMESSE,,H,roi,A,Ajax
tc0288-LECHOEUR,,H,prince,A,néant
tc0288-TEUCROS,,H,roi,A,néant
tc0288-MENELAS,,H,roi,A,néant
tc0288-AGAMEMNON,,H,roi,V,néant
tc0134-MONSIEUR-SBRIGANY,,H,bourgeois,A,néant
tc0134-ARIANE,,H,bourgeois,A,néant
tc0134-LISETTE,,H,suivante,A,néant
tc0134-LE-FLAMAND,,H,bourgeois,A,néant
tc0134-PETRONILLO,,H,employé de commerce,A,néant
tc0134-BASTIEN,,H,paysans,A,néant
tc0134-LA-FRANCE,,H,valet,A,néant
tc0134-ERASTE,,H,commis,A,néant
tc0134-SIGNOLET,,H,domestique,A,néant
tc0134-LE-GASCON,,H,bourgeois,A,néant
tc0134-MADAME-DE-LA-CLOCHE,,H,bourgeois,A,néant
tc0134-LA-PROCUREUSE,,H,procureur,A,néant
tc0134-LA-MARQUISE,,H,marquis,A,néant
tc0134-LE-FINANCIER,,H,financier,A,néant
tc0134-UN-LAQUAIS,,H,laquais,A,néant
tc0314-TAMERLAN,,H,empereur,A,néant
tc0314-BAJAZET,,H,empereur,A,néant
tc0314-THEMIR,,H,prince,A,néant
tc0314-ASTERIE,,H,prince,A,néant
tc0314-ADANAXE,,H,prince,A,néant
tc0314-AXALLA,,H,général,A,néant
tc0314-ODMAR,,H,général,A,néant
tc0314-ZAÏRE,,H,confident,A,néant
tc0314-USBEK,,H,officier,A,néant
tc0314-MIRSAS,,H,officier,A,néant
tc0314-CIARCAN,,H,officier,A,néant
tc0314-GARDES,,H,garde,A,néant
tc0871-MADAME-ARGANTE,,H,bourgeois,A,néant
tc0871-ERASTE,,H,bourgeois,J,amant
tc0871-ANGELIQUE,,H,bourgeois,J,amant
tc0871-LISETTE,,H,domestique,A,néant
tc0871-MONSIEUR-DE-BONNEFOY,,H,notaire,A,néant
tc0871-JASMIN,,H,laquais,A,néant
tc0871-MERLIN,,H,valet,A,néant
tc0871-CHAMPAGNE,,H,valet,A,néant
tc0871-LA-FLEUR,,H,valet,A,néant
tc0688-AGRIPPA,,H,empereur,A,néant
tc0688-LIVIE,,H,empereur,A,néant
tc0688-TIBERE,,H,aristocrate,A,néant
tc0688-POMPEE,,H,consul,A,néant
tc0688-EMILIE,,H,aristocrate,A,néant
tc0688-MAXIME,,H,confident,A,néant
tc0688-FAUSTINE,,H,confident,A,néant
tc0688-MARTIAN,,H,confident,A,néant
tc0688-ALBINE,,H,confident,A,néant
tc0688-GARDES,,H,garde,A,néant
tc0127-VENCESLAS,,H,roi,A,néant
tc0127-LADISLAS,,H,prince,A,néant
tc0127-ALEXANDRE,,H,prince,A,néant
tc0127-FEDERIC,,H,duc,A,néant
tc0127-OCTAVE,,H,gouverneur,A,néant
tc0127-GARDES,,H,garde,A,néant
tc0127-CASSANDRE,,H,duc,A,néant
tc0127-THEODORE,,H,duc,A,néant
tc0127-LEONOR,,H,suivante,A,néant
tc0264-PRUSIAS,,H,roi,A,néant
tc0264-ATTALE,,H,roi,A,néant
tc0264-ANNIBAL,,H,général,A,néant
tc0264-FLAMINIUS,,H,ambassadeur,A,néant
tc0264-NICOMEDE,,H,prince,J,néant
tc0264-ELISE,,H,aristocrate,A,néant
tc0264-ALCINE,,H,confident,A,néant
tc0264-PROCULE,,H,tribun,A,néant
tc0264-ARAXE,,H,capitaine,A,néant
tc0347-GRISETTE,,Z,chat,A,Cochon
tc0347-MIMY,,Z,chat,A,Gristte
tc0347-MARMUSE,,Z,chat,A,néant
tc0347-CAFAR,,Z,chat,A,néant
tc0347-TROUPESDECHATS,,Z,chat,A,néant
tc0347-LAMOUR,,D,dieu,A,néant
tc0373-LACOMTESSEDELFORT,,H,constesse,J,néant
tc0373-SOPHIEDELVAL,,H,aristocrete,A,néant
tc0373-LISETTE,,H,femme de chambre,A,néant
tc0373-MONSIEURLUVILLE,,H,comte,A,néant
tc0373-MONSIEURDELVAL,,H,comte,J,néant
tc0373-DUBOIS,,H,domestique,V,néant
tc0373-ANDRE,,H,valet,A,néant
tc0373-MONSIEURMINUTE,,H,notaire,A,néant
tc0354-UN-ORDONNATEUR,,H,ordonnateur,A,néant
tc0354-MINERVE,,D,dieu,A,néant
tc0354-SUIVANT-DE-LE-DANSE,,H,suivant,A,néant
tc0354-SUIVANT-DE-LA-MUIQUE,,H,dieu,A,néant
tc0354-CHOEUR-D-OUVRIERS,,H,ouvrier,A,néant
tc0354-TROUPES-DE-GENIES,,D,génie,A,néant
tc0354-PLUTON,,D,dieu,A,néant
tc0354-ORPHEE,,H,musicien,A,néant
tc0354-EURYDICE,,H,aristocrate,A,néant
tc0354-UNEOMBRE,,D,ombre,A,néant
tc0354-DIVINITESINFERNALES,,D,dieu,A,néant
tc0354-ESPRITSFOLLETS,,D,esprit,A,néant
tc0295-FERDINAND,,H,bourgeois,A,néant
tc0295-STEPHANIE,,H,aristocrate,J,néant
tc0295-LAZARILLE,,H,aritocrate,J,Stéphanie
tc0295-FABRICE,,H,bourgeois,J,Stéphanie
tc0295-HENRIQUEZDEGALAS,,H,aristocrate,A,néant
tc0295-GUSMAN,,H,valet,A,néant
tc0295-UNESERVANTE,,H,servante,A,néant
tc0295-LHOTEDELAZARILLE,,H,hôte,A,néant
tc0858-PRADON,,H,auteur,A,néant
tc0858-ANGELINE,,H,bourgeois,A,néant
tc0858-VALCOUR,,H,officier,A,néant
tc0858-DUTREMBLET,,H,militaire,V,néant
tc0858-CHAPELAIN,,H,auteur,A,néant
tc0509-MEROPE,,H,roi,A,néant
tc0509-EGISTHE,,H,prince,A,néant
tc0509-POLYPHONTE,,H,roi,A,néant
tc0509-NARBAS,,H,confident,V,néant
tc0509-EURYCLES,,H,confident,A,néant
tc0509-EROX,,H,confident,A,néant
tc0509-ISMENIE,,H,confident,A,néant
tc0574-JOAS,,H,roi,J,néant
tc0574-ATHALIE,,H,aristocrate,V,néant
tc0574-JOAD,,H,religieux,A,néant
tc0574-JOSABET,,H,aristocrate,A,néant
tc0574-ZACHARIE,,H,aristocrate,J,néant
tc0574-SALOMITH,,H,aristocrate,J,néant
tc0574-ABNER,,H,officier,A,néant
tc0574-AZARIAS,,H,aristocrate,A,néant
tc0574-ISMAEL,,H,religieux,A,néant
tc0574-MATHAN,,H,religieux,A,néant
tc0574-NABAL,,H,confident,A,néant
tc0574-AGAR,,H,suivant,A,néant
tc0574-TROUPE-de-LEVITES,,H,religieux,A,néant
tc0574-SUITE-D-ATHALIE,,H,suite,A,néant
tc0574-NOURRICE-de-JOAS,,H,nourrice,A,néant
tc0574-CHOEUR,,H,choeur,A,néant
tc0262-MINERVE,,D,dieu,A,néant
tc0262-LAGLOIRE,,A,allegorie,A,néant
tc0262-SUITEDEMINERVEETDELAGLOIRE,,H,suite,A,néant
tc0262-ORPHISE,,H,bourgeois,A,néant
tc0262-ARISTE,,H,bourgeois,A,néant
tc0262-UN-POETE,,H,poète,A,néant
tc0262-UNE-FEMME-SAVANTE,,H,savant,A,néant
tc0262-UN-FINANCIER,,H,financier,A,néant
tc0262-UN-PHILOSOPHE,,H,philosophe,A,néant
tc0262-UN-MEDECIN,,H,médecin,A,néant
tc0262-LUCINDE,,H,bourgeois,A,néant
tc0262-LINDOR,,H,bourgeois,A,néant
tc0262-FRONTIN,,H,bourgeois,A,néant
tc0577-THEODORIC,,H,roi,A,néant
tc0577-SINDERIC,,H,aristocrate,A,néant
tc0577-MAXIME,,H,chevalier,A,néant
tc0577-JULIE,,H,aristocrate,A,néant
tc0577-HORACE,,H,aristocrate,A,néant
tc0577-EMILE,,H,aristocrate,A,néant
tc0577-LIVIE,,H,suivante,A,néant
tc0577-CORNELIE,,H,suivante,A,néant
tc0577-BOECE,,H,sénateur,A,néant
tc0577-SUITE,,H,suite,A,néant
tc0282-ALMAVIVA,,H,aristocrate,A,néant
tc0282-MADAMEALMAVIVA,,H,aristocrate,A,néant
tc0282-LEON,,H,aristocrate,J,néant
tc0282-FLORESTINE,,H,aristocrate,J,néant
tc0282-BEGEARSS,,H,major,A,néant
tc0282-FIGARO,,H,valet,A,néant
tc0282-SUZANNE,,H,camariste,A,néant
tc0282-MONSIEURFALL,,H,notaire,A,néant
tc0282-GUILLAUME,,H,valet,A,néant
tc0409-REGULUS,,H,consul,A,néant
tc0409-MANLIUS,,H,consul,A,néant
tc0409-MARCIE,,H,aristocrate,A,néant
tc0409-BARSINE,,H,confidente,A,néant
tc0409-LICINIUS,,H,tribun,A,néant
tc0409-ATTILIUS,,H,aristocrate,A,néant
tc0409-PRISCUS,,H,aristocrate,A,néant
tc0409-LICTEURS,,H,licteur,A,néant
tc0409-SUITEDEDEROMAINSETDAFRICAINS,,H,,A,néant
tc0040-IPHICRATE,,,,,
tc0040-ARLEQUIN,,,,,
tc0040-EUPHROSINE,,,,,
tc0040-CLEANTHIS,,,,,
tc0040-TRIVELIN,,,,,
tc0040-HABITANTS-DE-L-ILE,,,,,
tc0054-SCARRON,,H,poète,A,
tc0054-LEMARQUISDEVILLARCEAUX,,H,marquis,A,
tc0054-MENAGE,,H,auteur,A,
tc0054-GIRAULT,,H,valet de chambre,A,
tc0054-MAUGIN,,H,valet,A,
tc0054-UNNOTAIRE,,H,notaire,A,
tc0054-MADEMOISELLEDAUBIGNE,,H,aristocrate,A,
tc0054-NINONDELENCLOS,,H,aristocrate,A,
tc0054-BABET,,H,bourgeois,E,
tc0728-APOLLON,,D,dieu,A,néant
tc0728-PLUTUS,,D,dieu,A,néant
tc0728-ARMIDAS,,H,aristocrate,A,néant
tc0728-AMINTE,,H,aristocrate,A,néant
tc0728-ARLEQUIN,,H,valet,A,néant
tc0728-SPINETTE,,H,suivante,A,néant
tc0728-MUSICIEN,,H,musicien,A,néant
tc0764-UNEISRAELITE,,H,bourgeois,A,néant
tc0764-LEPOUSE,,H,bourgeois,A,néant
tc0764-LEPOUX,,H,bourgeois,A,néant
tc0764-FILLESDESION,,H,bourgeois,A,néant
tc0764-LECHOEUR,,H,bourgeois,A,néant
tc0415-LEROI,,H,roi,A,néant
tc0415-LEPRINCE,,H,prince,A,néant
tc0415-ALCANDRE,,H,prince,A,néant
tc0415-ISABELLE,,H,prince,A,néant
tc0415-CONSTANCE,,H,prince,A,néant
tc0415-HELENE,,H,bourgeois,A,néant
tc0415-SABINE,,H,bourgeois,A,néant
tc0415-FILIPIN,,H,paysan,A,néant
tc0415-SULPICE,,H,écuyer,A,néant
tc0415-LICASTE,,H,capitaine,A,néant
tc0415-MAURICETTE,,H,paysan,A,néant
tc0415-SOLDATS,,H,soldat,A,néant
tc0415-PAYSANS,,H,paysan,A,néant
tc0599-MADAMDE-LA-THIBAUDIERE,,,,,
tc0599-CATHOS,,,,,
tc0599-COLIN,,,,,
tc0599-MADAME-LEPINE,,,,,
tc0599-LE-CHEVALIER,,,,,
tc0599-LA-RAMEE,,,,,
tc0599-MONSIEUR-LORMEAU,,,,,
tc0599-MONSIEUR-DERVAL,,,,,
tc0599-SES-SOEURS,,,,,
tc0599-UNE-DAME-INCONNUE,,,,,
tc0599-MARTON,,,,,
tc0571-LAVILLE,,P,personnification,A,néant
tc0571-LAFOLIE,,P,allégorie,A,néant
tc0571-MADAMEDANGEVILLE,,H,comédien,A,néant
tc0571-MONSIEURPOISSON,,H,comédien,A,néant
tc0571-MONSIEURDEMONT-MENY,,H,comédien,A,néant
tc0571-MONSIEURDELATHORILLIERE,,H,comédien,A,néant
tc0571-MONSIEURFLEURY,,H,comédien,A,néant
tc0571-MADEMOISELLEGRANDVAL,,H,comédien,A,néant
tc0571-LEPETITARMAND,,H,comédien,A,néant
tc0571-LAPETITEDEHAND,,H,comédien,A,néant
tc0571-MONSIEURMONDOR,,H,bourgeois,A,néant
tc0571-MADAMEMONDOR,,H,bourgeois,A,néant
tc0571-DORANTE,,H,,J,Lucile
tc0571-LUCILE,,H,,J,Dorante
tc0571-LEMARQUIS,,H,marquis,A,néant
tc0571-LELUDEBEAUJEU,,H,élu,A,néant
tc0571-MENELAS,,H,roi,A,néant
tc0571-LEDA,,H,roi,A,néant
tc0571-DORIS,,H,confident,A,néant
tc0571-LISETTE,,H,suivante,A,néant
tc0571-LUCAS,,H,jardinier,A,néant
tc0244-GOTERNITZ,,H,aristocrate,A,néant
tc0244-MACKER,,H,(sans),A,amant éconduit
tc0244-DORANTE,,H,prisonnier,A,amoureux
tc0244-SOPHIE,,H,aristocrate,A,amoureux
tc0244-FREDERICH,,H,officier,A,néant
tc0244-JACQUARD,,H,valet,A,néant
tc0815-FLORE,,H,dieu,A,néant
tc0815-PAN,,H,deu,A,néant
tc0815-FAUNES,,H,faune,A,néant
tc0815-CLIMENE,,H,berger,A,néant
tc0815-DAPHNE,,H,nymphe,A,néant
tc0815-TIRCIS,,H,berger,A,néant
tc0815-DORILAS,,H,berger,A,néant
tc0815-ZEPHYRS,,H,vent,A,néant
tc0815-BERGERS,,H,berger,A,néant
tc0815-BERGERES,,H,berger,A,néant
tc0815-ARGAN,,H,bourgeois,V,néant
tc0815-BELINE,,H,bourgeois,A,néant
tc0815-ANGELIQUE,,H,bourgeois,J,Cléante
tc0815-LOUISON,,H,bourgeois,E,néant
tc0815-BERALDE,,H,bourgeois,A,néant
tc0815-CLEANTE,,H,bourgeois,J,amoureux
tc0815-MONSIEURDIAFOIRUS,,H,médecin,A,néant
tc0815-THOMASDIAFOIRUS,,H,médecin,J,Angélique
tc0815-MONSIEURPURGON,,H,médecin,A,néant
tc0815-MONSIEURFLEURANT,,H,apothicaire,A,néant
tc0815-MONSIEURBONNEFOY,,H,notaire,A,néant
tc0815-TOINETTE,,H,servante,A,néant
tc0174-VALENS,,H,gouverneur,A,néant
tc0174-PLACIDE,,H,aristocrate,J,néant
tc0174-CLEOBULE,,H,aristocrate,A,néant
tc0174-DIDYME,,H,aristocrate,J,Théodore
tc0174-PAULIN,,H,confident,A,néant
tc0174-LYCANTE,,H,capitaine,A,néant
tc0174-MARCELLE,,H,aristocrate,A,néant
tc0174-THEODORE,,H,prince,A,néant
tc0174-STEPHANIE,,H,confident,A,néant
tc0874-LISIMON,,H,bourgeois,A,néant
tc0874-ISABELLE,,H,,A,néant
tc0874-VALERE,,H,,A,néant
tc0874-LECOMTEDETUFIERE,,H,comte,A,Isabelle
tc0874-PHILINTE,,H,,A,Isabelle
tc0874-LYCANDRE,,H,,A,néant
tc0874-LISETTE,,H,,A,néant
tc0874-PASQUIN,,H,valet de chambre,A,néant
tc0874-LAFLEUR,,H,laquais,A,néant
tc0874-MONSIEURJOSSE,,H,notaire,A,néant
tc0874-UNLAQUAIS,,H,laquais,A,néant
tc0874-PLUSIEURSLAQUAIS,,H,laquais,A,néant
tc0324-RICHARD,,H,roi,A,néant
tc0324-MARGUERITE,,H,comtesse,A,néant
tc0324-BLONDEL,,H,aristocrate,A,néant
tc0324-MATHURIN,,H,paysan,V,néant
tc0324-LAVIEILLEFEMME,,H,paysan,V,néant
tc0324-LESENECHAL,,H,sénéchal,A,néant
tc0324-FLORESTAN,,H,aristocrate,A,néant
tc0324-WILLIAMS,,H,soldat,A,néant
tc0324-LAURETTE,,H,aristocrate,A,néant
